Num,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA.1,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,lumclass,Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag.1,e_gmag,rmag.1,e_rmag,imag.1,e_imag,zmag.1,e_zmag,Jmag.1,e_Jmag,Hmag.1,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,e_Tmag,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_EBV,epos_EBV,EBVflag,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_Teff,epos_Teff,TeffFlag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,VmagFlag,BmagFlag,splists,e_RA,e_DEC,RA_orig,DEC_orig,e_RA_orig,e_DEC_orig,raddflag,wdflag,objID,_RAJ2000.1,_DEJ2000.1,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV.1,e_RV,PM,RUWE,GamgCorr,e_GmagCorr,FGCorr,RAJ2000,DEJ2000,Dup,AG,E(BP-RP),Gaialum,B-V,objType,typeSrc,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
2413,1,289.6201135,-45.91068598,51.338,0.0401,14.639255,0.002855,-416.557,-500.774,0.034,0.027,0.140123,I/349/starhorse,0.102716995,Estimated,3371,GAIA,-0.0037,I/349/starhorse,5.10147,I/349/starhorse,0.001220698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.886387,0.006607,13.277629,0.003998,,,,,,,,,0.0305,0.0276,,,,19 18 29.4658106825,-45 54 30.457029987,26257,18.12,2404,13.258,38735,46.495,4,,,651.378,1.055,14.639255,0.002855,26257,289.6227742,-45.90846029,0,0.342,0.232,,,,,,,479907224,,,,,,,,,,
2414,1,302.4651438,-47.52771657,51.9674,0.0213,13.078047,0.00285,15.886,-343.091,0.02,0.017,0.258584,I/349/starhorse,0.253290203,Estimated,3080.5,GAIA DR3,-0.0057,GAIA DR3,4.9961,GAIA DR3,0.005176191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.889839,0.003734,11.80139,0.003873,,,,,,,,,0.0167,0.0158,,,,20 09 51.6094075145,-47 31 34.290185351,110590,74.296,15118,34.561,150870,117.56,3,,,343.459,1.372,13.078047,0.00285,110590,302.4650392,-47.52619172,0,0.32,0.221,,,,,,,480907739,,,,,,,,,,
2415,1,301.9804757,-42.0907306,64.8938,0.0332,12.709064,0.002868,51.871,-748.441,0.029,0.026,0.250668,I/349/starhorse,0.17954225,Estimated,3403.47,GAIA,0.310111,I/349/starhorse,4.953739,I/349/starhorse,0.003875339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.568604,0.004566,11.412259,0.003909,,,,,,,,,0.0263,0.0231,,,,20 07 55.2396075753,-42 05 14.655093704,155350,113.86,20322,67.647,215900,198.55,3,,,750.236,1.293,12.709064,0.002868,155350,301.980165,-42.08740419,0,0.3447,0.213,,,,,,,487045022,,,,,,,,,,
2416,1,302.802269,-36.10821654,166.3272,0.1065,5.033037,0.002847,458.882,-1576.732,0.1,0.073,0.75088,I/349/starhorse,0.73,GAIA,4998.33,GAIA,-0.058978,I/349/starhorse,4.606973,I/349/starhorse,0.292739394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.506255,0.002897,4.404858,0.004112,,,,,,,,,0.0853,0.0664,,,,20 11 11.9387690214,-36 06 04.351725607,182700000,120450,85687000,61659,137160000,204770,1,-129.3,0.14,1642.15,0.949,5.033037,0.002847,182700000,302.7997458,-36.10121128,0,0.016,0.008,0.297,,,,,,233514496,,,,,,,,,,
2417,1,286.7175457,-37.81229044,58.986,0.0376,5.980798,0.002805,-187.7,-367.009,0.04,0.034,0.945317,I/349/starhorse,0.97,GAIA,5677,GAIA,-0.13794,I/349/starhorse,4.452205,I/349/starhorse,0.869123398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.326192,0.003042,5.458923,0.005139,,,,,,,,,0.0321,0.0318,,,,19 06 52.4643890878,-37 48 38.373405467,76318000,36951,40266000,44948,51950000,166600,1,60.14,0.14,412.222,0.947,5.980798,0.002805,76318000,286.7186017,-37.81065918,0,0.081,0.038,0.883,,,,,,211882543,,,,,,,,,,
2418,1,273.0899538,-43.44670336,75.7122,0.0211,7.846925,0.002769,133.793,-417.454,0.022,0.018,0.699063,I/349/starhorse,0.71,GAIA,4235.4,GAIA DR3,-0.001,GAIA DR3,4.5675,GAIA DR3,0.130958214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.586171,0.002905,7.012912,0.003817,,,,,,,,,0.0191,0.0171,,,,18 12 21.3923423753,-43 26 41.452814364,13683000,3485.1,5022800,3746.2,12416000,6117.5,2,-3.92,0.2,438.37,0.942,7.846925,0.002769,13683000,273.0891348,-43.44484801,0,0.3505,0.1822,0.141,,,,,,203284805,,,,,,,,,,
2419,1,283.4183144,-38.61645831,80.4144,0.0268,11.327122,0.002827,353.229,-924.797,0.027,0.023,0.323074,I/349/starhorse,0.21128695,Estimated,3708.52,GAIA,0.207845,I/349/starhorse,4.895982,I/349/starhorse,0.00756548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.919629,0.003562,10.097856,0.003928,,,,,,,,,0.023,0.023,,,,18 53 39.9132691412,-38 36 44.453109409,554750,323.26,92804,189.21,724460,714.01,3,,,989.96,1.003,11.327122,0.002827,554750,283.4163053,-38.61234809,0,,,,,,,,,209327516,,,,,,,,,,
2420,1,279.2438702,-35.12263989,52.4878,0.0613,16.14279,0.003064,76.699,-253.64,0.087,0.068,0.100051,I/349/starhorse,0.069746047,Estimated,3299.33,GAIA,0.090675,I/349/starhorse,5.170131,I/349/starhorse,0.000516454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.356163,0.027193,14.650265,0.004287,,,,,,,,,0.0665,0.0575,,,,18 36 58.4288331605,-35 07 17.445345687,6574,8.1168,247,6.1572,10941,20.393,5,,,264.983,0.851,16.14279,0.003064,6574,279.2434535,-35.1215126,0,,,,,,,,,217263305,,,,,,,,,,
2421,1,277.3507091,-34.96362316,71.7592,0.0194,10.760798,0.002802,-54.209,-237.993,0.025,0.02,0.400876,I/349/starhorse,0.450186817,Estimated,3167.4,GAIA DR3,-0.7027,GAIA DR3,4.3002,GAIA DR3,0.018276197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.122054,0.003162,9.604668,0.00391,,,,,,,,,0.0203,0.0184,,,,18 29 24.2407438799,-34 57 45.235490983,934600,440.3,193460,265.08,1141000,1052.8,3,,,244.089,0.823,10.760798,0.002802,934600,277.3510031,-34.96256541,0,0.1053,0.0395,,,,,,,217080974,,,,,,,,,,
2422,1,280.8014173,-33.38112796,62.0592,0.0813,9.483537,0.002809,-129.327,-371.195,0.08,0.065,0.537423,I/349/starhorse,0.462130873,Estimated,4009.96,GAIA,-0.129914,I/349/starhorse,4.577351,I/349/starhorse,0.0494742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.517632,0.003265,8.473823,0.003944,,,,,,,,,0.0693,0.0644,,,,18 43 12.5053490781,-33 22 46.121539494,3030600,1526.2,847940,1323.9,3233200,3362.3,2,-21.82,3.69,393.079,3.483,9.483537,0.002809,3030600,280.8021056,-33.37947824,0,0.459,0.2445,,,,,,,218702493,,,,,,,,,,
2423,1,280.8007735,-33.37699712,62.2403,0.057,14.267076,0.003215,-147.356,-368.391,0.055,0.045,0.139542,I/349/starhorse,0.096868288,Estimated,3423,GAIA,-0.201353,I/349/starhorse,5.05516,I/349/starhorse,0.001154196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.548954,0.018641,12.894331,0.004822,,,,,,,,,0.0452,0.0463,,,,18 43 12.3738646914,-33 22 31.295370647,36993,56.427,3280,55.676,55135,152.1,4,,,396.769,1.398,14.267076,0.003215,36993,280.8015578,-33.37535983,0,,,,,,,,,218702494,,,,,,,,,,
2424,1,288.1678206,-36.2577383,87.0841,0.0716,12.492158,0.002833,773.123,-1955.844,0.067,0.053,0.159712,I/349/starhorse,0.145867368,Estimated,3434,GAIA,-0.209386,I/349/starhorse,5.093831,I/349/starhorse,0.002650978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.18111,0.003251,11.229515,0.003872,,,,,,,,,0.0488,0.0539,,,,19 12 39.2543659465,-36 14 56.564109516,189710,115.44,29038,44.623,255480,198.58,3,,,2103.104,1.262,12.492158,0.002833,189710,288.1635599,-36.24904559,1,0.0545,0.0335,,,,,,,212202486,,,,,,,,,,
2425,1,294.6146425,-32.52523818,50.4781,0.021,12.559716,0.002797,91.025,-337.467,0.024,0.022,0.25041,I/349/starhorse,0.328861307,Estimated,3076,GAIA DR3,-0.8084,GAIA DR3,4.4582,GAIA DR3,0.008674801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.030066,0.003097,11.378,0.003833,,,,,,,,,0.0189,0.0177,,,,19 38 27.3990447608,-32 31 25.457958758,178260,79.135,33373,41.339,222820,130.87,3,,,349.528,1.228,12.559716,0.002797,178260,294.6141627,-32.52373832,0,0.103,0.0588,,,,,,,229253066,,,,,,,,,,
2426,1,295.9656993,-32.40297314,57.8265,0.0206,10.681555,0.002785,-24.457,-415.514,0.022,0.014,0.472475,I/349/starhorse,0.529480749,Estimated,3245.1,GAIA DR3,-0.8538,GAIA DR3,4.1757,GAIA DR3,0.027854883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.926144,0.003021,9.574714,0.003816,,,,,,,,,0.0173,0.014,,,,19 43 51.7987261690,-32 24 04.055080932,1005400,376.71,231720,247.18,1172900,565.96,2,,,416.233,1.219,10.681555,0.002785,1005400,295.965828,-32.40112641,1,0.3305,0.1815,,,,,,,229274747,,,,,,,,,,
2427,1,290.3767092,-29.26292486,66.4827,0.0766,15.530938,0.003004,512.611,250.672,0.08,0.064,0.105555058,Estimated,0.071238301,Estimated,3297,GAIA,,,,,0.000537268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.627043,0.02608,14.045161,0.004129,,,,,,,,,0.0692,0.0605,,,,19 21 29.7834398860,-29 15 50.540165381,11550,12.743,484,11.553,19103,29.258,5,,,570.619,1.08,15.530938,0.003004,11550,290.3740977,-29.26403893,0,1.262,0.8467,,,,,7.29E+16,,230480611,,,,,,,,,,
2428,1,291.9700427,-28.18974796,66.2179,0.0701,13.489449,0.003014,75.677,-456.02,0.081,0.077,0.300481,I/349/starhorse,0.093377515,Estimated,3803.88,GAIA,-0.09404,I/349/starhorse,4.939356,I/349/starhorse,0.001635613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.126556,0.007281,11.699402,0.006349,,,,,,,,,0.0644,0.062,,,,19 27 52.7186589147,-28 11 15.796319509,75712,85.212,12156,75.292,165730,778.72,3,,,462.257,2.883,13.48945,0.003014,75712,291.9696611,-28.1877212,0,,,,,,,7.42E+16,,231891389,,,,,,,,,,
2429,1,315.2310651,-41.53001305,53.3536,0.0256,12.404286,0.002822,358.706,-254.08,0.026,0.022,0.300006,I/349/starhorse,0.162494957,Estimated,3965.46,GAIA,0.087298,I/349/starhorse,4.932639,I/349/starhorse,0.005849823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.008969,0.004555,11.174947,0.003987,,,,,,,,,0.0195,0.0163,,,,21 00 54.9445251943,-41 31 43.981638799,205700,115.91,34027,112.83,268650,314.16,3,,,439.575,1.172,12.404286,0.002822,205700,315.2289355,-41.52888379,0,0.159,0.097,,,,,,,488048893,,,,,,,,,,
2430,1,315.2680354,-41.24370427,53.2676,0.0328,13.003039,0.002804,358.743,-253.35,0.029,0.027,0.199983,I/349/starhorse,0.18657655,Estimated,3428,GAIA,-0.094088,I/349/starhorse,4.900953,I/349/starhorse,0.004306912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.728986,0.003592,11.745975,0.003875,,,,,,,,,0.0254,0.0203,,,,21 01 03.8195823830,-41 14 33.281696734,118500,56.56,17532,36.528,158770,125.18,3,,,439.184,1.566,13.003039,0.002804,118500,315.2659149,-41.24257825,0,0.196,0.1205,,,,,,,488048703,,,,,,,,,,
2431,1,312.5691417,-34.41315318,104.131,0.0346,12.0486,0.002832,335.769,-297.036,0.036,0.032,0.199861,I/349/starhorse,0.214496352,Estimated,3036.4,GAIA DR3,-0.1218,GAIA DR3,5.0526,GAIA DR3,0.003504003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.935938,0.003504,10.752785,0.003892,,,,,,,,,0.0267,0.0191,,,,20 50 16.1598758167,-34 24 42.598806960,285430,171.67,36395,71.08,396320,339.38,3,,,448.298,1.266,12.0486,0.002832,285430,312.5673328,-34.411833,0,0.013,0.0047,,,,,,,233959074,,,,,,,,,,
2432,1,319.9371887,-26.35444944,54.0288,0.2927,6.445514,0.002774,-589.253,-351.16,0.238,0.158,0.973231641,Estimated,1.05,GAIA,5209.23,GAIA,,,,,0.704620697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7426,0.002929,5.773308,0.00391,,,,,,,,,0.2234,0.1277,,,,21 19 45.6267274142,-26 21 10.399325111,49744000,14785,27440000,22538,38890000,35921,1,-6.58,7.29,685.953,7.805,6.445514,0.002774,49744000,319.9401113,-26.35288871,0,0.2667,0.122,0.733,,,,,,810467,,,,,,,,,,
2433,1,311.2911826,-31.34250008,102.9432,0.0231,7.84344,0.00289,281.319,-360.148,0.022,0.019,0.697646,I/349/starhorse,0.61,GAIA,3992.36,GAIA,0.143513,I/349/starhorse,4.458457,I/349/starhorse,0.079248651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.909956,0.003717,6.798632,0.004011,,,,,,,,,0.0173,0.0113,,,,20 45 09.5324973697,-31 20 27.237894335,13727000,11007,3727600,8432.2,15125000,18718,2,-6.31,0.29,456.998,0.927,7.84344,0.00289,13727000,311.2897188,-31.34089943,0,1.928,0.9647,0.086,,,,,,234220963,,,,,,,,,,
2434,1,306.9342722,-30.87016391,51.7989,0.0192,6.44275,0.002762,-14.273,-521.627,0.019,0.015,0.927183,I/349/starhorse,0.95,GAIA,5472.5,GAIA DR3,-0.4966,GAIA DR3,4.4222,GAIA DR3,0.748286951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.797461,0.002969,5.913723,0.003964,,,,,,,,,0.0164,0.0122,,,,20 27 44.2430551737,-30 52 04.244023567,49871000,8995.4,26087000,24370,34172000,37587,1,-0.26,0.17,521.823,0.833,6.44275,0.002762,49871000,306.9343461,-30.86784556,0,0.068,0.0312,0.761,,,,,,235894389,,,,,,,,,,
2435,1,306.9225598,-27.75160119,69.9597,0.0463,10.34706,0.002845,-201.524,-876.406,0.049,0.04,0.480877,I/349/starhorse,0.535185489,Estimated,3196.2,GAIA DR3,-0.7144,GAIA DR3,4.1864,GAIA DR3,0.026781389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.670267,0.00301,9.205212,0.003831,,,,,,,,,0.0376,0.0295,,,,20 27 41.6572410889,-27 44 51.741778735,1368100,892.67,293300,305.25,1648400,953.94,2,,,899.277,1.057,10.34706,0.002845,1368100,306.9235718,-27.74770605,1,0.4237,0.2325,,,,,,,235990272,,,,,,,,,,
2436,1,309.8508859,-29.44624125,55.8955,0.0535,15.178885,0.002848,319.614,-737.436,0.053,0.043,0.129277,I/349/starhorse,0.086258308,Estimated,3286,GAIA,0.198438,I/349/starhorse,5.096434,I/349/starhorse,0.00077725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.843931,0.013025,13.745041,0.004059,,,,,,,,,0.0416,0.025,,,,20 39 23.8211248772,-29 26 34.669489714,15973,10.607,995,11.66,25185,34.343,4,,,803.72,1.057,15.178885,0.002848,15973,309.8492547,-29.44296375,0,0.485,0.321,,,,,7.27E+16,,235943559,,,,,,,,,,
2437,1,328.7602824,-20.24027219,52.3901,0.0286,12.825042,0.002829,209.024,122.27,0.027,0.023,0.199501,I/349/starhorse,0.294578096,Estimated,3033.4,GAIA DR3,-0.7694,GAIA DR3,4.5299,GAIA DR3,0.006582764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.391662,0.003483,11.614516,0.003828,,,,,,,,,0.0222,0.0203,,,,21 55 02.2301301412,-20 14 26.936211826,139610,82.667,23919,45.913,179210,100.1,3,,,242.16,1.282,12.825042,0.002829,139610,328.7592922,-20.24081561,0,0.02,0.012,,,,,8.37E+16,,,,,,,,,,,,
2438,1,333.4325924,-17.68710497,97.6762,0.0375,12.067119,0.002826,856.646,-306.696,0.036,0.031,0.199382,I/349/starhorse,0.22062271,Estimated,3060.7,GAIA DR3,-0.133,GAIA DR3,5.0474,GAIA DR3,0.00382712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.882915,0.003339,10.786641,0.003874,,,,,,,,,0.031,0.0283,,,,22 13 42.8631006011,-17 41 08.670601392,280610,161.76,38216,64.545,384150,300.37,3,,,909.893,1.395,12.067119,0.002826,280610,333.4285963,-17.68574183,0,0.4973,0.308,,,,,8.68E+16,,4032652,,,,,,,,,,
2439,1,320.056771,-19.85548924,63.3864,0.0243,8.497678,0.002768,-173.094,-721.088,0.026,0.024,0.626647,I/349/starhorse,0.72,GAIA,3885.4,GAIA DR3,-0.5619,GAIA DR3,4.461,GAIA DR3,0.11558383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.310631,0.002954,7.617907,0.00381,,,,,,,,,0.0229,0.0189,,,,21 20 13.8213371190,-19 51 08.223845338,7514100,1800.3,2577300,2304.4,7112100,3138.4,2,17.59,0.43,741.572,1.03,8.497678,0.002768,7514100,320.0575889,-19.85228434,0,0.6883,0.3612,0.122,,,,,,3351797,,,,,,,,,,
2440,1,301.1288564,-23.70213618,54.7918,0.0439,11.580648,0.002834,119.34,-339.146,0.041,0.027,0.279224,I/349/starhorse,0.334473095,Estimated,3394.67,GAIA,0.093903,I/349/starhorse,4.528275,I/349/starhorse,0.013310712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.272951,0.003744,10.323482,0.004029,,,,,,,,,0.036,0.0242,,,,20 04 30.7865215142,-23 42 02.263900758,439230,268.86,67025,154.15,588530,757.39,3,,,359.53,1.363,11.580648,0.002834,439230,301.1282772,-23.70062886,0,,,,,,,7.96E+16,,235506396,,,,,,,,,,
2441,1,310.0514064,-23.77181575,68.1557,0.03,6.179915,0.002762,499.697,461.374,0.033,0.024,0.848225,I/349/starhorse,0.82,GAIA,5525.4,GAIA,-0.349775,I/349/starhorse,4.551125,I/349/starhorse,0.548132132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.542906,0.002873,5.64071,0.003864,,,,,,,,,0.0283,0.0178,,,,20 40 11.7551137131,-23 46 25.918619793,63530000,11089,32980000,20758,43941000,32614,1,-42.06,0.12,680.12,1,6.179915,0.002762,63530000,310.0489798,-23.77386619,0,0.0945,0.0447,0.56,,,,,,236307756,,,,,,,,,,
2442,1,310.740953,-18.92217593,52.4349,0.0195,9.906701,0.002772,601.393,-859.056,0.019,0.014,0.583803,I/349/starhorse,0.478170016,Estimated,3921.28,GAIA,0.217929,I/349/starhorse,4.682219,I/349/starhorse,0.048435607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.964319,0.002882,8.878991,0.003793,,,,,,,,,0.0174,0.0078,,,,20 42 57.1505922868,-18 55 06.088361607,2052400,581.69,561940,373.62,2226200,657.26,2,4.96,0.23,1048.643,1.04,9.906701,0.002772,2052400,310.7381275,-18.91835786,0,0.446,0.229,,,,,,,298068681,,,,,,,,,,
2443,1,298.5733335,-23.9428973,70.701,0.035,5.908112,0.002814,-124.167,-410.681,0.032,0.019,1.022038,I/349/starhorse,1.27,GAIA,4769.6,GAIA DR3,0.3403,GAIA DR3,4.3154,GAIA DR3,0.719106509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.425188,0.00334,5.238868,0.004221,,,,,,,,,0.0287,0.0185,,,,19 54 17.7449414704,-23 56 27.859371124,81602000,42820,36757000,62148,63623000,110180,1,,,429.041,1.225,5.908112,0.002814,81602000,298.5739373,-23.94107205,0,0.8372,0.42,0.762,,,,,,235376163,,,,,,,,,,
2444,1,298.5853871,-23.9464086,70.6932,0.0272,13.226322,0.002876,-126.883,-407.456,0.027,0.017,0.207579,I/349/starhorse,0.201317591,Estimated,2956.5,GAIA DR3,-0.044,GAIA DR3,5.0571,GAIA DR3,0.002774365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.295885,0.005422,11.893041,0.004106,,,,,,,,,0.022,0.0165,,,,19 54 20.6409900928,-23 56 40.551653549,96476,73.15,10401,44.538,138660,204.99,3,,,426.755,1.324,13.226322,0.002876,96476,298.5860041,-23.94459768,0,,,,,,,7.93E+16,,,,,,,,,,,,
2445,1,302.5795144,-20.49506985,63.2074,0.0347,8.386856,0.002775,-427.582,-367.378,0.038,0.024,0.650892,I/349/starhorse,0.61,GAIA,3987.6,GAIA DR3,-0.6872,GAIA DR3,4.4762,GAIA DR3,0.123650043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.130548,0.002955,7.528278,0.003819,,,,,,,,,0.0315,0.0212,,,,20 10 19.5703625618,-20 29 36.373366782,8321500,2548.5,3042300,2729.8,7724100,3922.2,2,21.3,0.19,563.732,1.626,8.386856,0.002775,8321500,302.5815432,-20.49343701,0,0.321,0.1485,0.116,,,,,,296107045,,,,,,,,,,
2446,1,295.5030821,-21.06927223,53.5823,0.0465,11.759869,0.002807,76.921,-250.697,0.052,0.043,0.251104,I/349/starhorse,0.40709772,Estimated,3112.5,GAIA DR3,-0.0339,GAIA DR3,4.5789,GAIA DR3,0.013935528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.477238,0.003301,10.503672,0.003911,,,,,,,,,0.0464,0.0405,,,,19 42 00.6517668543,-21 04 05.368870956,372390,183.5,55529,90.241,498530,462.19,3,,,262.233,1.833,11.759869,0.002807,372390,295.5027157,-21.06815802,0,1.287,0.72,,,,,8.27E+16,,260149025,,,,,,,,,,
2447,1,316.2181654,-16.96794026,54.6176,0.0171,10.623923,0.002775,-916.063,-2039.791,0.016,0.013,0.448075,I/349/starhorse,0.422041032,Estimated,3612.6,GAIA DR3,-0.3461,GAIA DR3,4.8326,GAIA DR3,0.027181756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.697248,0.002986,9.591812,0.003806,,,,,,,,,0.0148,0.0114,,,,21 04 53.3812553832,-16 57 31.948120278,1060200,318.88,286100,279.98,1154600,473.98,2,-11.13,0.27,2236.049,1.097,10.623923,0.002775,1060200,316.2224219,-16.95887457,0,0.113,0.0525,,,,,8.76E+16,,3287837,,,,,,,,,,
2448,1,317.3258788,-13.31137231,84.4402,0.0257,10.027026,0.002788,715.064,-1995.446,0.029,0.018,0.372486,I/349/starhorse,0.423339577,Estimated,3421.1,GAIA DR3,-0.7975,GAIA DR3,4.5462,GAIA DR3,0.021995278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.107968,0.002955,8.992317,0.003804,,,,,,,,,0.0197,0.0125,,,,21 09 17.4271514815,-13 18 09.013127841,1837100,724.48,492300,441.55,2005500,805.94,2,-58.39,0.25,2119.698,1.027,10.027026,0.002788,1837100,317.3226134,-13.30250436,0,0.104,0.059,,,,,,,3480564,384148737,,,,,,,,,
2449,1,313.9111566,-14.06734311,80.2048,0.0403,12.900693,0.00282,1420.755,-472.266,0.044,0.03,0.160002,I/349/starhorse,0.127833576,Estimated,3477.08,GAIA,-0.050204,I/349/starhorse,5.048979,I/349/starhorse,0.002140116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.823225,0.003342,11.594209,0.003902,,,,,,,,,0.0342,0.0148,,,,20 55 37.1152828754,-14 03 54.878630979,130220,72.059,16074,27.246,182590,163.29,3,,,1497.191,1.262,12.900693,0.00282,130220,313.904647,-14.06524406,0,0.249,0.155,,,,,9.11E+16,1.24E+18,298731273,,,,,,,,,,
2450,1,313.9137825,-14.03765566,84.8563,0.4707,11.062044,0.002844,1416.623,-472.375,0.435,0.33,0.445948,I/349/starhorse,0.26712439,Estimated,3490.11,GAIA,0.208992,I/349/starhorse,4.789931,I/349/starhorse,0.009485761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.686952,0.002914,9.825102,0.00382,,,,,,,,,0.3401,0.163,,,,20 55 37.7502247808,-14 02 08.002072807,708160,459.07,114980,89.053,931360,478.02,3,,,1493.305,15.301,11.062044,0.002844,708160,313.9072926,-14.03555613,0,,,,,,,9.12E+16,1.24E+18,,,,,,,,,,,
