Num,da,RUWE,IHZ,OHZ,f_STB,a_STB,a_STB_I,a_STB_O,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,Tmag,e_Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,d,e_d,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_Teff,epos_Teff,gaiabp,e_gaiabp,gaiarp,e_gaiarp,_RAJ2000,_DEJ2000,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV,e_RV,PM,RAJ2000,DEJ2000,AG,E(BP-RP),B-V,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
65,,2.77,0.128079996,0.255460953,0.35372104,0.176727662,0.128079996,0.225375327,II,315.6734741,45.88543038,51.2054,0.048,11.583294,0.003329,,,,,0.31565784,Estimated,0.328073444,Estimated,3491.332172,Estimated,,,,,0.014328327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14992188,
66,,1.032,0.094926145,0.191309977,,,,,II,79.35014604,45.83684161,75.1838,0.0534,11.64075,0.00302,,,,,0.259236807,Estimated,0.268597944,Estimated,3318.564073,Estimated,,,,,0.007839617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368483043,,,,,,,,
67,,1.198,0.079153069,0.153159847,,,,,I,69.55470384,28.21620859,75.6663,0.0767,11.684068,0.002903,,,,,0.235427173,Estimated,0.154851065,Estimated,4012.71,GAIA,,,,,0.005570165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J043812.92+281259.1,,
68,,4.835,0.102079549,0.201860034,0.406120061,0.141563449,0.102079549,0.181047348,I,15.81277172,20.09846204,62.7655,0.1164,11.685182,0.002878,,,,,0.270684725,Estimated,0.241586364,Estimated,3635.73,GAIA,,,,,0.009136923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1195-960-2,,,,,,
69,,1.74,0.082770827,0.16747513,0.779998044,0.116976314,0.082770827,0.151181801,II,225.2331589,45.42719495,85.4272,0.0655,11.717453,0.003699,,,,,0.239875616,Estimated,0.243599828,Estimated,3252.834877,Estimated,,,,,0.005952381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+18,,,,,,,,,,,
70,,9.412,0.121509754,0.242777448,0.365624788,0.167943344,0.121509754,0.214376935,II,260.7213902,-2.400003009,51.0431,0.2964,11.736005,0.003878,,,,,0.30560926,Estimated,0.316365644,Estimated,3462.342762,Estimated,,,,,0.012886872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J172253.08-022359.3,,
71,,2.726,0.080912031,0.16382054,0.45500403,0.114521825,0.080912031,0.148131619,II,223.4610678,23.5562446,86.2759,0.1858,11.75485,0.006268,,,,,0.236807695,Estimated,0.239688636,Estimated,3242.061413,Estimated,,,,,0.005686807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J145350.90+233321.9,,
72,,4.369,0.100968848,0.191639841,0.41694128,0.13752198,0.100968848,0.174075112,I,63.95408501,-46.0403782,52.5313,0.1412,11.791921,0.002997,,,,,0.271567497,Estimated,0.167880682,Estimated,4374,GAIA,,,,,0.009242835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J041548.98-460224.8,,
73,,2.574,0.033451228,0.066516285,0.633785683,0.048187879,0.033451228,0.06292453,I,134.5591897,19.76295984,194.1443,0.1228,11.96628,0.002904,,,,,0.138680878,Estimated,0.083281432,Estimated,3542.5,GAIA,,,,,0.000978643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J085814.48+194546.5,,
74,,1.942,0.09378653,0.189079894,0.422285788,0.131705979,0.09378653,0.169625428,II,130.6868251,9.554204202,64.6363,0.0905,12.00015,0.003501,,,,,0.257468411,Estimated,0.266294939,Estimated,3312.714838,Estimated,,,,,0.007651573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J084244.70+093317.6,,
75,,1.554,0.069774438,0.142413499,0.794537824,0.099749792,0.069774438,0.129725145,I,296.4398117,27.12021829,93.8749,0.0325,12.005642,0.002781,,,,,0.217614766,Estimated,0.224561175,Estimated,3108.4,GAIA DR3,-0.2015,GAIA DR3,5.0505,GAIA DR3,0.004217991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J194545.48+270719.0,,
76,,15.065,0.105114942,0.212024779,0.400101564,0.146987875,0.105114942,0.188860807,II,99.90509625,-21.02553281,65.308,0.3247,12.022031,0.003156,,,,,0.288,TESS,0.296,TESS,3304.415144,Estimated,,,4.9552,TESS,0.00961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J063937.28-210132.5,,
77,,1.591,0.088735737,0.169492183,0.778064285,0.121960385,0.088735737,0.155185034,I,61.83660839,-24.49001037,54.324,0.0585,12.054182,0.002955,,,,,0.251958148,Estimated,0.155594157,Estimated,4251.43,GAIA,,,,,0.007086232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J040720.64-242920.0,,
78,,2.895,0.087330953,0.176429629,0.438176229,0.123234493,0.087330953,0.159138033,II,11.43607193,-47.54863798,66.2491,0.1123,12.130782,,,,,,0.247274544,Estimated,0.253092883,Estimated,3278.402826,Estimated,,,,,0.006629759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00454435-4732567,,,,
79,,1.932,0.069070092,0.140472583,0.489183193,0.098578672,0.069070092,0.128087252,II,104.4909661,62.31971988,87.0311,0.0496,12.148522,0.002957,,,,,0.216434023,Estimated,0.214164035,Estimated,3167.755788,Estimated,,,,,0.004137981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J065757.52+621913.7,,
80,,1.299,0.109167535,0.220894948,,,,,I,252.5414343,-34.29688581,50.4231,0.0326,12.185422,0.002837,,,,,0.283931207,Estimated,0.32142988,Estimated,3252.1,GAIA DR3,-0.0086,GAIA DR3,4.9327,GAIA DR3,0.010354204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,2.865,0.066449189,0.132593882,0.500966434,0.094104417,0.066449189,0.121759645,I,118.7300694,-29.35103798,80.0977,0.1443,12.212433,0.003175,,,,,0.212129868,Estimated,0.170909474,Estimated,3484,GAIA,,,,,0.003855969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J075455.05-292101.4,,
82,,,0.104575963,0.214505524,0.760222512,0.147337702,0.104575963,0.19009944,I,1.927298981,60.38178683,60.6845,0.9126,12.2395,0.0093,,,,,0.294,TESS,0.315,TESS,3026,TESS,,,4.9093,TESS,0.00946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359251064,,,,,,,,
83,,2.198,0.093719736,0.188949159,0.422448629,0.131621478,0.093719736,0.169523221,II,228.9314418,-7.423666184,57.1438,0.1228,12.269525,0.002963,,,,,0.257364494,Estimated,0.266159716,Estimated,3312.370194,Estimated,,,,,0.007640623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J151543.60-072523.9,,
84,,2.051,0.080870244,0.15947392,0.460037443,0.113082463,0.080870244,0.145294683,I,127.9048735,19.39656523,60.2485,0.0764,12.277853,0.002834,,,,,0.237462117,Estimated,0.186642681,Estimated,3683,GAIA,,,,,0.005742717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08313744+1923494,,,,
85,,1.152,0.063384123,0.129459332,,,,,I,183.5363721,-23.7543229,92.8892,0.0309,12.29384,0.002961,,,,,0.174,TESS,0.205,TESS,3097,TESS,,,5.0554,TESS,0.00348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429354344,,,,,,,,
86,,1.036,0.094079133,0.189652569,,,,,II,275.2359401,-1.053560711,56.2179,0.0491,12.295122,0.003262,,,,,0.25792331,Estimated,0.266887026,Estimated,3314.222327,Estimated,,,,,0.007699635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275951835,,,,,,,,,,
87,,1.204,0.123425415,0.252425015,,,,,I,281.2542563,-14.15198167,55.1253,0.0443,12.302555,0.002885,,,,,0.397,TESS,0.405,TESS,3075,TESS,-0.25,TESS,4.8224,TESS,0.01319,0.00354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426556482,,,,18450097-1409053,,,,
88,,1.566,0.099042488,0.199357645,0.763930133,0.1385557,0.099042488,0.178068911,II,357.6539217,9.949257099,50.8086,0.1163,12.382195,0.003184,,,,,0.265552713,Estimated,0.276850281,Estimated,3339.216108,Estimated,,,,,0.00853801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J235036.63+095656.1,,
89,,1.609,0.057735661,0.116425008,0.811480173,0.082511825,0.057735661,0.107287989,I,297.9018383,-35.17702653,88.424,0.0505,12.429009,0.002814,,,,,0.195456101,Estimated,0.164294978,Estimated,3309,GAIA,,,,,0.002899508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233319796,,,,,,,,,,
90,,1.167,0.093387355,0.191081921,,,,,I,263.2749042,-30.58613811,54.6775,0.0234,12.439587,0.002805,,,,,0.229,TESS,0.258,TESS,3067.2,GAIA DR3,-0.8298,GAIA DR3,4.4546,GAIA DR3,0.00755,0.00196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162140425,,101334173,,,,,,,,
91,,3.539,0.02932038,0.059032511,0.652877029,0.042657032,0.02932038,0.055993684,I,134.5586915,19.76257888,196.2619,0.1976,12.48557,0.003016,,,,,0.124742028,Estimated,0.082161968,Estimated,3335,GAIA,,,,,0.000748193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J085814.48+194546.5,,
92,,5.412,0.064542434,0.131514088,0.503524443,0.092472653,0.064542434,0.120402873,II,324.504314,27.72434353,79.225,0.602,12.531262,0.003021,,,,,0.208193965,Estimated,0.204107582,Estimated,3136.223847,Estimated,,,,,0.003611064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+18,,,,,,,,,,,
93,,2.171,0.093109864,0.187755311,0.423935702,0.130833757,0.093109864,0.168557649,II,254.7900728,20.97164757,50.9546,0.1989,12.5353,0.003263,,,,,0.256414169,Estimated,0.264923671,Estimated,3309.213574,Estimated,,,,,0.007541007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24E+18,,,,,,,,,,,
94,,1.212,0.095961904,0.197136607,,,,,I,61.49203274,71.27630944,54.5664,0.0206,12.547983,0.002794,,,,,0.231,TESS,0.259,TESS,3000.6,GAIA DR3,-0.6973,GAIA DR3,4.4199,GAIA DR3,0.007961808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,1.245,0.055316955,0.11010009,,,,,I,235.0230821,43.49167086,79.839,0.0219,12.619689,0.002803,,,,,0.198,TESS,0.229,TESS,3526.54,GAIA,,,5.0166,TESS,0.002675077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155970641,,,,,,,,
96,,1.104,0.088608513,0.178935521,,,,,II,39.19765892,32.07221803,51.2651,0.0658,12.650045,0.003256,,,,,0.249316844,Estimated,0.255727132,Estimated,3285.360096,Estimated,,,,,0.006826124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J023647.50+320419.8,,
97,,3.482,0.087584491,0.176927031,0.437539714,0.123566484,0.087584491,0.159548477,II,300.642493,15.58965896,51.8744,0.056,12.654424,0.002986,,,,,0.247680876,Estimated,0.253616532,Estimated,3279.79042,Estimated,,,,,0.006668499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10143204,
98,,2.204,0.056155301,0.114869261,0.532031454,0.080894992,0.056155301,0.105634683,II,272.81643,-78.98860781,85.7119,0.1139,12.732754,0.003258,,,,,0.192069152,Estimated,0.185004836,Estimated,3071.735573,Estimated,,,,,0.002730172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J181115.56-785919.9,,
99,,2.101,0.078659805,0.159388796,0.461237363,0.111569803,0.078659805,0.1444798,II,255.9714299,32.19621894,54.5699,0.0744,12.822794,0.003406,,,,,0.233047118,Estimated,0.234916216,Estimated,3228.713325,Estimated,,,,,0.005373194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J170353.01+321146.9,,
100,,1.773,0.075796649,0.155395189,0.786969347,0.108329501,0.075796649,0.140862353,I,62.23165947,-31.48274632,55.3256,0.0232,13.024272,0.002798,,,,,0.227974075,Estimated,0.255804888,Estimated,3034.4,GAIA DR3,-0.5852,GAIA DR3,4.7032,GAIA DR3,0.004970472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J040855.58-312856.5,,
101,,1.187,0.067842764,0.133379662,,,,,I,146.5360774,-4.427945611,50.4544,0.0659,13.037291,0.002924,,,,,0.215088429,Estimated,0.152402272,Estimated,3734.63,GAIA,,,,,0.004048199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J094608.85-042541.0,,
102,,1.717,0.049260148,0.094895303,0.827506758,0.069109952,0.049260148,0.088959755,I,157.8491325,45.52339445,62.5769,0.026,13.160847,0.003452,,,,,0.17939893,Estimated,0.092801184,Estimated,4093,GAIA,,,,,0.002165522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63E+17,,,,,,,,,,,,
103,,1.057,0.056540461,0.110680306,,,,,I,319.3920411,-44.74289124,55.8894,0.0874,13.200607,0.002936,,,,,0.193864007,Estimated,0.122265426,Estimated,3808.87,GAIA,,,,,0.002818906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989963668,,,,,,,,
104,,1.147,0.063257944,0.125194461,,,,,I,63.28984474,50.52751894,50.6446,0.0728,13.245806,0.005964,,,,,0.206465306,Estimated,0.150834269,Estimated,3621.78,GAIA,,,,,0.003507332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J041309.71+503139.5,,
105,,1.306,0.053529541,0.101958288,,,,,I,107.8206439,-21.2989464,50.3984,0.0157,13.355202,0.002776,,,,,0.189070039,Estimated,0.091671871,Estimated,4305.3,GAIA,,,,,0.002586869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J071116.92-211755.5,,
106,,1.417,0.046398618,0.09552688,0.819901934,0.067302135,0.046398618,0.088205652,I,340.0821626,-49.51636312,83.9367,0.0359,13.356599,0.002804,,,,,0.135,TESS,0.164,TESS,2964,TESS,,,5.1389,TESS,0.00186,0.00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489877253,,161174284,,,,,,,,
107,,1.167,0.045626292,0.093875568,,,,,II,185.3616436,30.64205578,83.5038,0.0826,13.36711,0.002854,,,,,0.169619557,Estimated,0.160112981,Estimated,2974.891829,Estimated,,,,,0.00179898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357187277,,,,,,,,
108,,2.261,0.03594649,0.074476054,0.615475785,0.05286034,0.03594649,0.06977419,II,97.69447072,-76.71691328,112.5988,0.1309,13.44563,0.003605,,,,,0.145230989,Estimated,0.136490473,Estimated,2858.222006,Estimated,,,,,0.001113979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J063046.51-764303.7,,
109,,0.811,0.05077778,0.104161182,,,,,II,275.8677048,28.16659387,67.3531,0.07,13.531994,0.003274,,,,,0.180980981,Estimated,0.17241809,Estimated,3025.01866,Estimated,,,,,0.002230317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J182328.28+281001.8,,
110,,1.471,0.040618271,0.077556044,0.842661505,0.056986674,0.040618271,0.073355077,I,247.6113878,-36.56624346,59.4743,0.036,13.68547,0.002805,,,,,0.159769265,Estimated,0.071006675,Estimated,4258.3,GAIA,,,,,0.001485361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126376261,,,,,,,,,,
111,,1.087,0.031963812,0.066390562,,,,,I,115.086083,-17.41513772,109.2545,0.0392,13.95689,0.002802,,,,,0.1,TESS,0.124,TESS,2816,TESS,,,5.2478,TESS,0.00088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289113766,,,,,,,,
112,,1.594,0.037797748,0.0735786,0.846569346,0.053653222,0.037797748,0.069508696,I,61.48838908,71.27565345,54.6251,0.0931,14.19877,0.002941,,,,,0.151615276,Estimated,0.077858136,Estimated,3906.16,GAIA,,,,,0.001264435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04055651+7116385,,,,
113,,0.655,0.043448671,0.089519428,,,,,II,329.0812484,-10.33954178,50.3905,0.1021,14.60586,0.003093,,,,,0.164540282,Estimated,0.154843914,Estimated,2951.672755,Estimated,,,,,0.001630609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J215619.58-102019.9,,
114,,0.878,0.032603774,0.067758371,,,,,II,333.6307773,27.85754534,50.7745,0.101,15.510378,0.003428,,,,,0.135273919,Estimated,0.128341515,Estimated,2806.378527,Estimated,,,,,0.000915394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,1.101,0.029339844,0.06124315,,,,,I,248.4546527,-68.14841434,65.1963,0.0674,15.944595,0.002822,,,,,0.097,TESS,0.122,TESS,2732,TESS,,,5.2558,TESS,0.00074,0.00022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363217985,,,,,,,,
118,,,0.058334679,0.119684441,0.803865265,0.083974683,0.058334679,0.109614687,I,48.34548968,4.774817716,116.154,0.08816,12.1232,0.00105,1741.86,86.0172,0.167646,0.151181,0.166948,TESS,0.197919,TESS,3022,TESS,0.08,J/AJ/158/56,5.06767,TESS,0.002943388,0.000795802,10.6701,0.00787291,#NUM!,#NUM!,13.95,0.2,17.4608,0.0101745,15.0603,0.00391468,13.9494,0.00950674,14.1848,0.0115465,13.2956,0.0127474,8.775,0.02,8.208,0.038,7.833,0.024,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,8.60715,0.00658,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,14.1528,0.008483,10.7954,0.003325,03 13 22.9175070353,+04 46 29.336548127,1744.021,1.45,271890,285.29,30670,154.03,387200,653.84,3.343721,,48.34548961,4.774815708,0.3148,0.198,,1.14E+17,1.24E+18,,474010984,328465904,,,474-004350,03132299+0446293,1.24E+18,,,
119,,1.047,0.03119811,0.06475027,,,,,I,29.56550065,18.12025084,50.8431,0.179406,15.631049,0.001331,-88.2001,86.7773,0.23103,0.188855,0.0963343,TESS,0.120548,TESS,2829,TESS,-0.202898,I/349/starhorse,5.25953,TESS,0.000838584,0.000236805,14.0288,0.00805192,#NUM!,#NUM!,18.15,0.2,21.9967,0.200325,19.0853,0.0103952,17.3525,0.00568997,14.9526,0.00472407,13.6791,0.00482969,11.968,0.021,11.394,0.023,11.069,0.016,10.823,0.023,10.614,0.02,10.388,0.065,8.873,#NUM!,19.6576,0.06985,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,18.3379,0.02937,14.212,0.0031,01 58 15.7197612131,+18 07 12.885471045,124.278,1.047,10532,11.357,660,16.3,16534,33.864,4.088443,,29.56549901,18.12024596,0.184,0.0833,,1.30E+17,1.24E+18,,541010676,60987924,,,,01581572+1807128,1.24E+18,J015815.65+180713.7,,
120,,1.476,0.088977551,0.182452098,0.768626129,0.12598866,0.088977551,0.162999768,I,52.20652524,26.48676012,64.9841,0.0581858,12.137731,0.000535,226.118,-132.897,0.111299,0.0904831,0.225322,TESS,0.25411,TESS,3031.3,GAIA DR3,-0.8043,GAIA DR3,4.4247,GAIA DR3,0.006849086,0.001771659,10.8718,0.00750823,#NUM!,#NUM!,13.85,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.288,0.027,8.726,0.032,8.459,0.042,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,15.3815,0.01385,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.7205,0.005439,10.9511,0.002179,03 28 49.5662990786,+26 29 12.338081997,262.146,1.476,262940,200.34,45514,112.72,337200,291.63,2.765005,,52.20652625,26.48676058,0.2125,0.122,,1.40E+17,,,583027558,405461329,,,583-008226,03284958+2629122,,,,
121,,,0.074421381,0.143366185,0.793134826,0.103334074,0.074421381,0.132246768,I,39.19936392,32.07262818,51.1368,0.0888115,12.643,0.00225,-325.067,-92.2983,0.132326,0.113083,0.227613581,Estimated,0.140202429,Estimated,4093,GAIA,,,,,0.004942727,,12.213,0.6,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,19.5444,0.03415,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,0,#NUM!,0,02 36 47.7164543829,+32 04 19.859310966,336.155,1.868,220890,93.764,41009,103.63,302810,3908.3,2.761391,,39.19881856,32.07218314,0.269,0.163,,1.46E+17,,,,620450348,,,,,,,,
122,,1.299,0.103257603,0.207070649,,,,,I,77.66466785,29.77998222,80.3399,0.0985712,11.322462,0.001415,-246.734,57.7262,0.149961,0.0988607,0.251348,TESS,0.27766,TESS,3401,TESS,-0.289215,I/349/starhorse,4.95132,TESS,0.009292828,0.002299642,10.1201,0.0075756,#NUM!,#NUM!,12.53,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,8.6,0.026,8.026,0.031,7.77,0.027,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.4427,0.0154,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,12.7404,0.004089,10.1832,0.002452,05 10 39.5204873709,+29 46 47.935471187,253.57,1.299,557140,320.27,111720,139.11,685950,411.11,2.561032,,77.6646687,29.77998208,0.0897,0.061,,,,,599067775,69912980,,,599-017163,05103956+2946479,,,,
124,,,0.088155599,0.178411723,0.771581238,0.124264941,0.088155599,0.160374282,I,74.01480231,43.23212453,62.3395,0.0793649,12.2983,0.000358,385.919,-166.85,0.105393,0.0946118,0.231028,TESS,0.259331,TESS,3249,TESS,,,4.97402,TESS,0.006751534,0.001720736,10.9844,0.00731112,#NUM!,#NUM!,14.03,0.2,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,9.304,0.026,8.772,0.04,8.497,0.021,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,16.0338,0.02055,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,#NUM!,13.9323,0.001979,11.0708,0.001218,04 56 03.5525136116,+43 13 55.643841741,420.356,0.979,229350,91.251,37388,57.428,301480,125.41,2.85694,,74.01480214,43.23212329,0.332,0.1967,,1.60E+17,,,667131079,446098056,,,667-031248,04560354+4313556,,,53007041,
