Num,da,RUWE,IHZ,OHZ,f_STB,a_STB,a_STB_I,a_STB_O,type,ra,dec,plx,e_plx,GAIAmag,e_GAIAmag,pmRA,pmDEC,e_pmRA,e_pmDEC,MASS,massSrc,RAD,radSrc,TEFF,TeffSrc,MH,mhSrc,LOGG,loggSrc,lum,e_lum,Tmag,e_Tmag,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,d,e_d,eneg_Mass,epos_Mass,eneg_Rad,epos_Rad,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_Teff,epos_Teff,gaiabp,e_gaiabp,gaiarp,e_gaiarp,_RAJ2000,_DEJ2000,FG,e_FG,FBP,e_FBP,FRP,e_FRP,BP-RP,RV,e_RV,PM,RAJ2000,DEJ2000,AG,E(BP-RP),B-V,PS1,SDSSDR13,SkyMapper2,URAT1,TIC,HIP,TYC,UCAC,TWOMASS,SDSS,ALLWISE,APASS,KIC
2368,,0.984,0.027544665,0.055618038,,,,,I,300.5564881,-54.43381916,55.5167,0.0526,15.486509,0.00294,61.574,-365.254,0.046,0.041,0.117238,I/349/starhorse,0.079416873,Estimated,3287,GAIA,0.197824,I/349/starhorse,5.117033,I/349/starhorse,0.000659649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.355455,0.016046,14.037175,0.004092,20 02 13.4442370708,-54 25 55.904903480,12032,11.376,621,9.0411,19244,27.802,4,,,370.408,300.5560177,-54.43219581,0.118,0.0933,,,,481528819,,,,,,,,,,
2369,,35.508,0.072779938,0.142236885,0.510440883,0.102144526,0.072779938,0.131509113,I,315.2788891,-49.1245698,74.4554,0.7612,11.984518,0.002799,-292.918,-215.382,0.56,0.649,0.298382,I/349/starhorse,0.155146319,Estimated,3837.21,GAIA,0.045746,I/349/starhorse,4.940611,I/349/starhorse,0.004675562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.57332,0.003077,10.762878,0.003851,21 01 07.4108149283,-49 07 25.005097491,302790,136.78,50826,60.738,392650,266.95,3,,,363.58,315.2808784,-49.12361253,0.1065,0.064,,,,487645580,,,,,,,,,,
2371,,1.477,0.056165431,0.113176723,0.816527989,0.080416835,0.056165431,0.104668239,I,344.0981712,-60.06785412,96.3362,0.03,12.299438,0.002807,-521.051,-939.245,0.025,0.026,0.208129,I/349/starhorse,0.158693729,Estimated,3321,GAIA,0.150916,I/349/starhorse,5.00081,I/349/starhorse,0.002744629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.251071,0.003132,10.985523,0.00385,22 56 24.6747996764,-60 03 49.246605390,226550,111.69,27226,35.697,319850,216.41,3,,,1074.093,344.1028117,-60.06367961,0.089,0.0615,,,,489170809,,,,,,,,,,
2373,,1.15,0.259194464,0.518756886,,,,,I,335.8936063,-57.22229465,52.6948,0.0179,9.90228,0.002773,590.075,-375.181,0.016,0.019,0.55103,I/349/starhorse,0.5,GAIA,3433.9,GAIA DR3,-0.9464,GAIA DR3,4.1134,GAIA DR3,0.058598132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.948321,0.002906,8.887307,0.003813,22 23 33.3029584871,-57 13 14.257510392,2060800,593.28,570280,426.58,2209200,1025.4,2,-5.18,0.46,699.249,335.8887623,-57.22062709,0.4243,0.2187,,,,488879746,,,,,,,,,,
2374,,1.143,0.303175495,0.582966036,,,,,I,335.5661138,-54.55956801,76.1595,0.0197,8.409995,0.002766,-184.202,234.975,0.017,0.019,0.599898,I/349/starhorse,0.57,GAIA,4126.74,GAIA,-0.017171,I/349/starhorse,4.661243,I/349/starhorse,0.082165477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.203866,0.002941,7.540349,0.003811,22 22 16.2061667955,-54 33 38.204392271,8146100,1808.8,2843600,2434.1,7638700,3421.5,2,-5.6,0.17,298.569,335.5675257,-54.56061232,0.347,0.175,,,,489026855,,,,,,,,,,
2375,,0.989,1.068693865,1.923089525,,,,,I,334.5683625,-53.62987305,71.0938,0.0554,5.230532,0.002803,441.23,-629.75,0.058,0.057,0.98522,I/349/starhorse,1.05,GAIA,5780.7,GAIA DR3,-0.2664,GAIA DR3,4.3,GAIA DR3,1.186177271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.541717,0.002849,4.735962,0.005624,22 18 15.6133953371,-53 37 37.466806476,152310000,72408,82934000,44012,101110000,387860,1,-12.74,0.15,768.94,334.5650559,-53.62707415,0.086,0.0403,,,,489015758,,,,,,,,,,
2376,0.009164716,17.3,0.065828053,0.132447847,0,0,0,0,I,337.5388273,-53.75205402,64.3577,0.3893,12.7922,0.002961,-54.677,-737.753,0.296,0.403,0.256888,I/349/starhorse,0.183275003,Estimated,3346,GAIA,0.401922,I/349/starhorse,4.929551,I/349/starhorse,0.003772236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.718533,0.004545,11.475607,0.004026,22 30 09.4171794113,-53 44 55.590421871,143900,143.76,17701,58.488,203660,260.48,3,,,739.777,337.5392382,-53.74877512,,,,,,489046062,,,,,,,,,,
2377,,1.022,0.126217799,0.25585015,,,,,I,336.2743782,-47.88254047,66.7144,0.0302,11.214498,0.00282,488.028,-642.319,0.024,0.028,0.398662,I/349/starhorse,0.378355935,Estimated,3222.6,GAIA DR3,-0.0393,GAIA DR3,4.7629,GAIA DR3,0.013832968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.75409,0.003767,10.002409,0.003995,22 25 05.0746121776,-47 52 46.868412779,615390,339.81,108090,252.03,791030,943.44,3,,,806.688,336.2711442,-47.87968567,0.5345,0.319,,,,489883557,,,,,,,,,,
2378,,1.35,0.077624105,0.158323509,,,,,I,356.6320742,-50.72637495,51.3399,0.0174,13.064616,0.002783,-210.866,-469,0.011,0.017,0.231888,I/349/starhorse,0.247982109,Estimated,3120.1,GAIA DR3,-0.1045,GAIA DR3,5.0176,GAIA DR3,0.005221598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.788019,0.003309,11.81,0.003882,23 46 32.0531134654,-50 43 27.445783757,111970,40.047,16604,27.215,149680,122.04,3,,,514.223,356.6335546,-50.7242905,0.181,0.1107,,,,490292779,,,,,,,,,,
2379,,1.235,0.025348727,0.051155226,,,,,I,352.5636567,-47.61685042,73.5992,0.0729,15.216914,0.002843,-562.652,-973.694,0.036,0.059,0.105096,I/349/starhorse,0.07267939,Estimated,3296.33,GAIA,0.29838,I/349/starhorse,5.130137,I/349/starhorse,0.000558771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.328148,0.012683,13.734485,0.003945,23 30 16.1678676838,-47 36 45.082172118,15423,9.9592,637,7.2591,25431,26.528,5,,,1124.57,352.5673661,-47.61252283,,,,,,490368088,,,,,,,,,,
2380,,0.932,0.219041378,0.439919361,,,,,I,346.5039167,-35.84716421,304.1354,0.02,6.522032,0.002825,6765.995,1330.285,0.02,0.016,0.500662,I/349/starhorse,0.599214381,Estimated,3376.1,GAIA DR3,-0.9754,GAIA DR3,4.1558,GAIA DR3,0.041794036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.589791,0.003998,5.491506,0.003998,23 05 52.0357857091,-35 51 11.055185039,46359000,26583,12575000,33165,50415000,60496,2,8.17,0.14,6895.531,346.4668143,-35.85307112,0.1987,0.106,,,,,,,,,,,,,,
2382,,1.297,0.128239109,0.252150974,,,,,I,328.6866969,-46.99435689,64.3881,0.0227,10.9563,0.002774,-320.681,-365.294,0.02,0.018,0.381385,I/349/starhorse,0.288395677,Estimated,3732.5,GAIA,-0.156509,I/349/starhorse,4.878864,I/349/starhorse,0.014463234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.209866,0.002922,9.844917,0.003797,21 54 45.3087373411,-46 59 33.840053293,780600,233.12,178430,142.36,914520,309.35,2,,,486.082,328.6887864,-46.99273335,0.277,0.148,,,,489734496,,,,,,,,,,
2383,,1.097,0.194201764,0.391585413,,,,,I,323.3912519,-49.0126304,201.3252,0.0237,7.739947,0.002774,-45.917,-816.875,0.023,0.018,0.465926,I/349/starhorse,0.552267676,Estimated,3310.1,GAIA DR3,-1.3697,GAIA DR3,3.952,GAIA DR3,0.03280593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.902462,0.00287,6.662552,0.003806,21 33 33.9751187959,-49 00 32.399427624,15100000,4439,3753500,2325,17145000,7114.7,2,12.52,0.15,818.164,323.391563,-49.00899969,0.113,0.066,,,,,,,,,,,,,,
2384,,0.876,1.080270427,1.942235097,,,,,I,327.0667117,-47.30492965,64.2717,0.043,5.419392,0.002774,165.069,-295.553,0.038,0.033,0.995434,I/349/starhorse,1.06,GAIA,5815.9,GAIA DR3,-0.2768,GAIA DR3,4.2949,GAIA DR3,1.217153056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.725474,0.002834,4.947477,0.004118,21 48 15.7511634187,-47 18 13.017893348,127990000,37726,70021000,32173,83208000,125280,1,-7.62,0.13,338.525,327.0656299,-47.30361609,0.043,0.0227,,,,488383505,,,,,,,,,,
2385,0.010828787,5.771,0.065611933,0.12969086,0,0,0,0,I,331.6666778,-44.97135018,56.5609,0.1381,12.91112,0.002907,-458.41,-583.506,0.106,0.127,0.246339,I/349/starhorse,0.15468269,Estimated,3642.94,GAIA,0.083671,I/349/starhorse,4.954315,I/349/starhorse,0.003775549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.669421,0.004113,11.621299,0.004059,22 06 40.6937996927,-44 58 07.524411658,128970,109.96,18520,51.54,178090,242.91,3,,,742.037,331.6695575,-44.96875678,0.3105,0.1867,,,,,,,,,,,,,,
2386,,16.124,0.13065539,0.259250106,0.372229368,0.180372472,0.13065539,0.230089555,I,327.2987839,-41.55899253,65.3992,0.453,10.955828,0.0028,280.176,-223.7,0.324,0.348,0.401245,I/349/starhorse,0.318969974,Estimated,3578.25,GAIA,-0.142687,I/349/starhorse,4.850719,I/349/starhorse,0.014944142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.350546,0.003588,9.769698,0.004919,21 49 11.3087385073,-41 33 28.793872207,780940,360.17,156750,325.6,980120,2842.8,3,,,358.526,327.2971197,-41.5579983,0.078,0.0483,,,,,,,,,,,,,,
2387,,1.135,0.027849389,0.056101288,,,,,I,327.8831144,-40.29094894,56.3272,0.055,15.387117,0.002821,402.622,-265.814,0.044,0.045,0.129267,I/349/starhorse,0.078455322,Estimated,3326,GAIA,0.198355,I/349/starhorse,5.096482,I/349/starhorse,0.000674874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.119577,0.009136,13.93783,0.003993,21 51 31.3844297909,-40 17 23.163078631,13186,7.323,772,6.1855,21088,24.999,4,,,482.453,327.8807685,-40.28976752,0.191,0.139,,,,488501993,,,,,,,,,,
2389,,1.315,0.063563956,0.126554167,,,,,I,324.1084316,-44.01970945,70.4921,0.0333,12.570642,0.0028,485.23,-679.755,0.029,0.03,0.161497,I/349/starhorse,0.160119258,Estimated,3521.29,GAIA,-0.189905,I/349/starhorse,4.808559,I/349/starhorse,0.003531693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.37727,0.003031,11.292878,0.003832,21 36 25.3038691425,-44 01 00.077793801,176480,81.325,24239,26.413,240990,140.53,3,,,835.173,324.1054328,-44.01668828,0.346,0.21,,,,488400368,,,,,,,,,,
2390,,1.094,0.036856187,0.073266847,,,,,I,323.5938032,-43.27315011,59.0205,0.0333,14.275262,0.0029,147.043,-793.751,0.03,0.028,0.159493,I/349/starhorse,0.091526738,Estimated,3547.09,GAIA,-0.003541,I/349/starhorse,5.069698,I/349/starhorse,0.001188156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.57962,0.005724,12.895664,0.004634,21 34 22.2973714979,-43 16 10.640372001,36715,30.587,3188,14.678,55067,136,4,,,807.256,323.5929057,-43.26962233,0.476,0.242,,,,488347874,,,,,,,,,,
2391,,1.173,0.090083478,0.184712081,,,,,I,322.7047727,-40.71438759,82.0921,0.0277,11.778023,0.002783,1046.642,-1396.306,0.029,0.021,0.249031,I/349/starhorse,0.304495732,Estimated,3032,GAIA DR3,-0.6467,GAIA DR3,4.5451,GAIA DR3,0.007020497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.375048,0.003034,10.548469,0.00382,21 30 47.6726915773,-40 42 29.453836616,366220,131.32,61010,66.905,478380,244.65,3,,,1745.03,322.6986362,-40.70818162,,,,,,488448645,,,,,,,,,,
2392,,1.137,0.138162834,0.277582668,,,,,I,317.9578558,-43.61672534,63.3885,0.0236,11.010081,0.002782,215.319,-691.333,0.025,0.022,0.361518,I/349/starhorse,0.379261113,Estimated,3370.2,GAIA DR3,-1.0823,GAIA DR3,4.4365,GAIA DR3,0.016626007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.231533,0.002907,9.915315,0.003806,21 11 49.5681692486,-43 36 49.149890469,742870,263.56,174910,131.51,857100,356.47,2,2.92,0.28,724.088,317.956534,-43.61365274,0.123,0.071,,,,488259559,,,,,,,,,,
2393,,0.834,0.287600492,0.556827201,,,,,I,319.2950181,-38.8724564,251.9124,0.0352,5.984104,0.002781,-3258.966,-1145.862,0.03,0.026,0.508300843,Estimated,0.59,GAIA,4002.25,GAIA,,,,,0.073503554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.892725,0.002863,5.039138,0.004057,21 17 15.2690683957,-38 52 02.503932236,76086000,26166,23896000,14105,76472000,103870,2,20.56,0.13,3454.542,319.3136227,-38.86736177,0.3618,0.188,,,,488209053,,,,,,,,,,
2394,,1.593,0.097510378,0.194842187,0.770982447,0.136490546,0.097510378,0.175470714,I,324.6874681,-33.66763894,82.6773,0.0448,11.286115,0.002809,1039.699,-519.007,0.042,0.034,0.300434,I/349/starhorse,0.254073238,Estimated,3461,GAIA,0.047009,I/349/starhorse,4.923492,I/349/starhorse,0.008298754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.789559,0.003126,10.079589,0.003823,21 38 43.6598725049,-33 39 55.195628477,576100,290.05,104610,135.88,736750,389.6,3,,,1162.042,324.6819161,-33.66533212,0.2113,0.1252,,,,488514,,,,,,,,,,
2395,,3.387,0.054903944,0.108879375,0.560608274,0.078168967,0.054903944,0.101433989,I,334.330709,-34.73633155,51.5034,0.0877,13.555828,0.003002,108.125,-458.819,0.093,0.089,0.237508,I/349/starhorse,0.133333612,Estimated,3587.92,GAIA,0.295132,I/349/starhorse,4.940384,I/349/starhorse,0.002639605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.699459,0.00403,12.193471,0.003852,22 17 19.2298219028,-34 44 03.452478991,71222,78.207,7172,19.21,105140,71.953,4,,,471.388,334.3301243,-34.73429236,,,,6.63E+16,,1671750,,,,,,,,,,
2396,,1.215,0.09224014,0.184327934,,,,,I,339.6059288,-29.35802126,84.3675,0.0341,11.368919,0.002891,-12.976,-266.729,0.033,0.033,0.201331,I/349/starhorse,0.240545235,Estimated,3459.5,GAIA,-0.279267,I/349/starhorse,4.792976,I/349/starhorse,0.007425667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.876987,0.003215,10.176345,0.003857,22 38 25.4387827113,-29 21 24.608869236,533800,430.98,96521,142,673940,479.21,3,,,267.044,339.6059949,-29.3568358,0.007,0.0045,,7.28E+16,,2447008,,,,,,,,,,
2397,,0.997,0.17156939,0.346574066,,,,,I,339.6027805,-29.3550507,84.3783,0.0218,9.93711,0.002784,1.834,-256.848,0.022,0.021,0.450165,I/349/starhorse,0.496687806,Estimated,3280.2,GAIA DR3,-1.3144,GAIA DR3,4.0354,GAIA DR3,0.025589213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.168162,0.00301,8.835505,0.00383,22 38 24.6650718916,-29 21 14.072963137,1995700,731.96,465750,484.49,2317200,1323.4,2,26.15,0.39,256.854,339.6027711,-29.35390912,0.239,0.1285,,7.28E+16,,2447013,,,,,,,,,,
2398,,0.998,0.446566093,0.844529937,,,,,I,340.1827133,-29.67455427,75.3248,0.0232,7.41959,0.002783,380.494,-16.944,0.023,0.019,0.706637,I/349/starhorse,0.67,GAIA,4446,GAIA DR3,0.3287,GAIA DR3,4.5879,GAIA DR3,0.181656462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.047214,0.003365,6.660187,0.003927,22 40 43.3840582007,-29 40 28.124209673,20282000,7289,8251500,14301,17182000,16877,1,-0.27,0.15,380.871,340.1807669,-29.67447895,0.184,0.0915,,,,2446599,,,,,,,,,,
2399,,1.083,0.059345287,0.116914905,,,,,I,329.707054,-32.47323281,51.5323,0.0186,13.316293,0.002787,-395.169,-360.983,0.017,0.014,0.191086,I/349/starhorse,0.135791272,Estimated,3699.35,GAIA,-0.171649,I/349/starhorse,5.049769,I/349/starhorse,0.003094098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.948695,0.003448,12.088667,0.003833,21 58 50.1925782182,-32 28 17.862321189,88803,34.24,14320,26.711,115800,68.302,3,,,535.226,329.7091357,-32.47162842,0.301,0.1783,,6.90E+16,,1203427,,,,,,,,,,
2400,0.059372976,23.813,0.04055747,0.0793193,0,0,0,0,I,329.7026513,-32.44203323,55.6859,0.6332,14.008697,0.002997,-388.961,-349.11,0.614,0.501,0.178683,I/349/starhorse,0.086993472,Estimated,3824.93,GAIA,0.182212,I/349/starhorse,5.034161,I/349/starhorse,0.001451296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.009361,0.004192,12.661746,0.003849,21 58 49.1279075833,-32 26 25.733810304,46932,50.974,5391,15.535,68306,45.858,3,,,522.655,329.7046996,-32.44048161,0.3198,0.207,,6.91E+16,,1203462,,,,,,,,,,
2401,,1.342,0.08610759,0.167055439,,,,,I,334.8589514,-31.06172398,52.0874,0.0253,12.323398,0.002782,-233.444,-412.867,0.022,0.021,0.250739,I/349/starhorse,0.172288576,Estimated,3965.79,GAIA,-0.293202,I/349/starhorse,5.010039,I/349/starhorse,0.006578403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.627235,0.002883,11.199148,0.003796,22 19 26.4390073525,-31 03 35.600457397,221610,78.794,48364,32.353,262720,84.829,2,,,474.294,334.8601625,-31.05988902,0.01,0.01,,7.07E+16,,,,,,,,,,,,
2402,,1.026,0.538803314,1.01150339,,,,,I,337.3146183,-30.02201682,63.6519,0.0266,7.298902,0.002767,220.796,-812.302,0.025,0.02,0.795002,I/349/starhorse,0.79,GAIA,4598.2,GAIA DR3,0.2314,GAIA DR3,4.5355,GAIA DR3,0.267342178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.866346,0.002905,6.586875,0.003845,22 29 15.2363920289,-30 01 06.263701071,22667000,5277.5,9747200,7275.6,18383000,11967,1,5.57,0.14,841.775,337.313485,-30.01840656,0.2973,0.1483,,,,2108247,,,,,,,,,,
2403,0.02737115,4.799,1.298656735,2.335051803,0,0,0,0,I,272.6082452,-62.00123135,56.1961,0.2674,5.311746,0.002796,-76.952,222.452,0.159,0.188,1.076905,I/349/starhorse,1.26,GAIA,5812.8,GAIA DR3,-0.428,GAIA DR3,4.2535,GAIA DR3,1.758356326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.618498,0.002869,4.84566,0.004175,18 10 26.1536958243,-62 00 07.992083204,141330000,61896,77271000,47550,91389000,149220,1,30.2,0.14,235.386,272.6089738,-62.00222005,0.233,0.1203,,,,,,,,,,,,,,
2404,,1.121,0.25512414,0.495494016,,,,,I,277.5497899,-58.27628511,69.5611,0.0191,9.080015,0.002772,-27.88,-446.853,0.016,0.015,0.598356,I/349/starhorse,0.53,GAIA,3946.7,GAIA,0.072671,I/349/starhorse,4.684175,I/349/starhorse,0.057701815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.067961,0.002837,8.093875,0.003791,18 30 12.0061359261,-58 16 27.476740386,4394800,1233.5,1283000,604.36,4587800,1267.9,2,-1.7,0.27,447.722,277.5500256,-58.2742991,0.331,0.1545,,,,478194095,,,,,,,,,,
2405,,1.071,0.112227143,0.230438674,,,,,I,282.457945,-57.44765214,79.416,0.0286,11.301491,0.003011,-655.058,-184.456,0.022,0.019,0.349399,I/349/starhorse,0.385156231,Estimated,3008.7,GAIA DR3,-0.7213,GAIA DR3,4.2743,GAIA DR3,0.010891258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.906949,0.004919,10.076892,0.004231,18 49 51.2053520199,-57 26 48.596009088,568000,634.8,93894,350.31,738590,1293.8,3,,,680.533,282.4633556,-57.44683222,0.295,0.17,,,,479006380,,,,,,,,,,
2406,,0.779,0.024599393,0.049644013,,,,,I,283.7083668,-57.07969411,56.4336,0.1269,15.939272,0.003035,-468.847,-323.39,0.1,0.079,0.108004,I/349/starhorse,0.070544814,Estimated,3296,GAIA,0.208255,I/349/starhorse,5.114846,I/349/starhorse,0.00052622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.069063,0.036015,14.436452,0.004072,18 54 50.9282008736,-57 04 41.724324692,7812.4,9.1588,322,10.647,13322,18.612,5,,,569.56,283.7122008,-57.07825676,0.8943,0.5667,,,,478631337,,,,,,,,,,
2407,,1.323,0.240495335,0.476612743,,,,,I,284.3773305,-55.99312534,81.0205,0.0278,9.049827,0.002809,35.546,-451.511,0.02,0.016,0.621648,I/349/starhorse,0.64,GAIA,3598.9,GAIA DR3,-0.3202,GAIA DR3,4.5763,GAIA DR3,0.050661485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.079122,0.009399,7.993794,0.008309,18 57 30.4915306125,-55 59 28.027043305,4518700,2274.4,1269900,10497,5030800,34287,2,,,452.908,284.377048,-55.99111862,0.093,0.0465,,,,,,,,,,,,,,
2408,,1.307,0.134753688,0.275506978,,,,,I,293.516761,-52.42173789,54.5101,0.029,11.601301,0.00282,41.576,-257.329,0.025,0.023,0.398916,I/349/starhorse,0.441547982,Estimated,3080.2,GAIA DR3,-0.7113,GAIA DR3,4.2328,GAIA DR3,0.015723894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.077147,0.004059,10.410917,0.004008,19 34 03.9499277058,-52 25 14.139140664,430950,238.33,80271,217.9,542990,667.04,3,,,260.666,293.516458,-52.42059421,0.306,0.159,,,,481004310,,,,,,,,,,
2409,,1.147,0.074376139,0.147957967,,,,,I,280.7780058,-54.61562415,97.6598,0.0305,11.496225,0.002838,-137.711,-492.576,0.027,0.023,0.273337,I/349/starhorse,0.185916327,Estimated,3535.21,GAIA,0.194847,I/349/starhorse,4.93496,I/349/starhorse,0.004837095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.234105,0.003538,10.233873,0.003977,18 43 06.9750622135,-54 36 48.365715296,474740,297.32,69466,139.23,639160,728.78,3,,,511.464,280.7790628,-54.61343492,0.124,0.089,,,,478468999,,,,,,,,,,
2410,0.022074131,11.732,0.058504859,0.115375961,0,0,0,0,I,288.1640901,-50.27176561,50.7038,0.2185,13.393102,0.002893,67.491,-64.79,0.204,0.15,0.237805,I/349/starhorse,0.244378445,VI/156/mdwarfp,3682.12,GAIA,,,4.5,VI/156/mdwarfp,0.003005467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.340457,0.00476,12.084129,0.004102,19 12 39.2689803945,-50 16 17.319569219,82738,67.292,9982,35.454,116280,170.74,3,,,93.556,288.1636208,-50.27147766,0.524,0.317,,,,480117717,,,,,,,,,,
2411,,1.223,0.191687908,0.388434977,,,,,I,284.7820849,-48.27665159,70.5952,0.0261,10.101377,0.002858,151.202,-492.653,0.023,0.02,0.499691,I/349/starhorse,0.572721728,Estimated,3228,GAIA DR3,-0.7276,GAIA DR3,4.1616,GAIA DR3,0.031908771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.370641,0.003835,8.980238,0.003978,18 59 07.4580428001,-48 16 28.063261141,1715500,1201.3,386510,936.37,2028000,2318.3,2,,,515.334,284.7810752,-48.27446202,0.5005,0.254,,,,476839033,,,,,,,,,,
2412,,1.284,0.06492356,0.130974793,,,,,I,290.2041163,-45.57110617,169.2351,0.0588,10.752913,0.002868,658.775,-2896.15,0.06,0.045,0.208558,I/349/starhorse,0.185519768,Estimated,3302,GAIA,0.149153,I/349/starhorse,5.003585,I/349/starhorse,0.003665872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.519102,0.003728,9.472213,0.003958,19 20 47.9843196914,-45 33 29.643545843,941420,691.76,134210,305.64,1289100,1394.6,3,,,2970.129,290.1999347,-45.55823432,0.2887,0.171,,,,479917999,,,,,,,,,,
2413,,1.055,0.037436699,0.075210374,,,,,I,289.6201135,-45.91068598,51.338,0.0401,14.639255,0.002855,-416.557,-500.774,0.034,0.027,0.140123,I/349/starhorse,0.102716995,Estimated,3371,GAIA,-0.0037,I/349/starhorse,5.10147,I/349/starhorse,0.001220698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.886387,0.006607,13.277629,0.003998,19 18 29.4658106825,-45 54 30.457029987,26257,18.12,2404,13.258,38735,46.495,4,,,651.378,289.6227742,-45.90846029,0.342,0.232,,,,479907224,,,,,,,,,,
2414,,1.372,0.077315133,0.158069694,,,,,I,302.4651438,-47.52771657,51.9674,0.0213,13.078047,0.00285,15.886,-343.091,0.02,0.017,0.258584,I/349/starhorse,0.253290203,Estimated,3080.5,GAIA DR3,-0.0057,GAIA DR3,4.9961,GAIA DR3,0.005176191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.889839,0.003734,11.80139,0.003873,20 09 51.6094075145,-47 31 34.290185351,110590,74.296,15118,34.561,150870,117.56,3,,,343.459,302.4650392,-47.52619172,0.32,0.221,,,,480907739,,,,,,,,,,
2415,,1.293,0.066679263,0.133697353,,,,,I,301.9804757,-42.0907306,64.8938,0.0332,12.709064,0.002868,51.871,-748.441,0.029,0.026,0.250668,I/349/starhorse,0.17954225,Estimated,3403.47,GAIA,0.310111,I/349/starhorse,4.953739,I/349/starhorse,0.003875339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.568604,0.004566,11.412259,0.003909,20 07 55.2396075753,-42 05 14.655093704,155350,113.86,20322,67.647,215900,198.55,3,,,750.236,301.980165,-42.08740419,0.3447,0.213,,,,487045022,,,,,,,,,,
